accuracy,checkpoint_sha256,examples,identity_sha256,loss,macro_f1,majority_baseline_accuracy,majority_baseline_class,parameter_count,partition,seed,selected_epoch,variant
0.8981481481481481,df077b72972154334d2dfc1f226ef356772ebb6fb690102f7463df49c5035a45,5400,6aad08beafdb8ed1e9879dcdc6f3f90bcb9264e5d6258cce0ffbdc09bd3d40ae,0.3765325927734375,0.8808780816223288,0.09388888888888888,Residential,691834,test,42,34,shallow_wide
0.9166666666666666,5c10355dde5ec5c63bbef4eac4b58e2454ff90d11948ac18dd5384a76e5a73f2,5400,76d17a4b90ab3f15637b8708d16530cf8c8339aaaa7631053b92b04b569a561d,0.2983289252387153,0.8984330733464108,0.09388888888888888,Residential,696618,test,42,34,middle
0.8970370370370371,f9110cb1355029afcbfe320909b4c6e50e6870b5a63bdd7f747c8eccf3721968,5400,8807e2ad5fd5f853b74f32e36d5f3f92410daeb5fba8bb628f8a1e3d1c87d8e1,0.387215259693287,0.8771016584216804,0.09388888888888888,Residential,697344,test,42,28,deep_narrow
