checkpoint_seconds,epoch,epoch_seconds,gradient_norm,learning_rate,logging_seconds,mps_driver_mib,mps_live_mib,optimizer_updates,process_rss_mib,seed,stage,timing_boundary,timing_receipt,train_accuracy,train_examples,train_examples_per_second,train_loss,train_seconds,validation_accuracy,validation_examples,validation_loss,validation_seconds,variant,cumulative_active_seconds
0.09475541699794121,1,47.4580415829987,4.608161025159941,0.001,0.0021903340093558654,3266.78125,19.09326171875,127,609.5,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.6974691358024692,16200,361.64058855742906,0.8889586347415124,44.79585674998816,0.6188888888888889,5400,1.1166191044560185,2.565145875007147,deep_narrow,47.4580415829987
0.0866324579983484,2,45.764398917002836,4.169831043153297,0.0009984740801978985,0.002420667005935684,3266.78125,19.09326171875,127,613.109375,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.8187037037037037,16200,375.3338487458648,0.5334944661458333,43.16157483299321,0.6974074074074074,5400,1.0050443974247685,2.513660541997524,deep_narrow,93.22244050000154
0.08267229198827408,3,45.6173061249865,3.5958963228961616,0.0009939057285945933,0.0021603750064969063,3266.78125,19.09326171875,127,613.578125,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.8741358024691358,16200,376.6852796959165,0.3772132703993056,43.00672437499452,0.7588888888888888,5400,0.8731403718171297,2.5256513329950394,deep_narrow,138.83974662498804
0.08891679099178873,4,47.47824158301228,3.4734814260888287,0.00098632311059685,0.003047457998036407,3266.78125,19.09326171875,127,554.109375,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.8969753086419753,16200,361.66632737192936,0.30508590133101854,44.7926687500003,0.7905555555555556,5400,0.6029301396122685,2.593292833000305,deep_narrow,186.31798820800032
0.09293216599326115,5,46.67068866699992,3.3032964270884597,0.0009757729755661011,0.00427745800698176,3266.78125,19.09326171875,127,468.640625,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.9166666666666666,16200,368.087902092893,0.2552508921682099,44.01122641599795,0.8094444444444444,5400,0.6507472511574074,2.562010541005293,deep_narrow,232.98867687500024
0.08932829099649098,6,46.64413262499147,2.9072928841658463,0.000962320368593087,0.0033862499985843897,3266.78125,19.09326171875,127,470.96875,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.9243827160493827,16200,367.96750324527954,0.22613211926118826,44.02562687499449,0.7844444444444445,5400,0.7511512586805555,2.5255699580011424,deep_narrow,279.6328094999917
0.08155170899408404,7,46.743936999992,2.5262419933409204,0.0009460482294732421,0.002830583995091729,3266.78125,19.09326171875,127,471.515625,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.9357407407407408,16200,367.4625002406228,0.19013105227623456,44.08613120901282,0.7657407407407407,5400,0.864671314380787,2.573156166996341,deep_narrow,326.3767464999837
0.08387991700146813,8,46.549544500012416,2.540440356637549,0.0009270568813552756,0.00294120900798589,3266.78125,19.09326171875,127,477.359375,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.9432098765432099,16200,369.07089879584106,0.17566770953896604,43.89400533300068,0.857037037037037,5400,0.4745016818576389,2.568611791008152,deep_narrow,372.9262909999961
0.08409308399131987,9,46.796047499999986,2.380504698265256,0.000905463412215599,0.0033286660036537796,3266.78125,19.09326171875,127,483.453125,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.9468518518518518,16200,367.2707654861941,0.16444542402102624,44.10914650000632,0.8831481481481481,5400,0.431893310546875,2.599315083003603,deep_narrow,419.7223384999961
0.07578258300782181,10,46.29123516700929,2.320507139671506,0.0008814009529720154,0.002375125011894852,3266.78125,19.09326171875,127,481.46875,42,models,through epoch logging; excludes final receipt/table/TensorBoard timing-series publication,complete,0.9494444444444444,16200,370.8631758002453,0.14913443106192129,43.68187800000305,0.7731481481481481,5400,0.8829836697048611,2.531064166993019,deep_narrow,466.0135736670054
